pathname,timestamp,arousal,valence,emotion_sentence,familiarity_rating,participant_id,film,composer,song_name,year,soundtrack,director,genre,ISRC,num_timestamps,timestamp_order,emotion_subsentence,split_emotion_sentence,matched_keyword_clean,emotion_group_id,file_path
/audioFolder3//film-score-emotion-survey/audioFolder3/Family_Trip_Jung_Jaeil_Broker_sample_1.mp3,1.78337320874027,0.148,0.552,"feels like a lovers song very tracy chapman vibes
first marker - definitely more hopeful about whatever it is talking about, almost question like - can we be together??
second marker - feels their question has been answered i.e. no and is a bit sad but not unhappy. is fine with this answer - not a positive one though.",familiar-feeling-not-familiar,_o8em397t4,Broker,Jung Jaeil,Family Trip,2022,0,Hirokazu Koreeda,Drama Music,KRA492200517,1,1,"feels like a lovers song very tracy chapman vibes
","a lovers song tracy chapman vibes first marker - definitely more hopeful about whatever it is talking about, almost question - can we be toger?? second",hopeful,0.0,familytripjungjaeilbrokersample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Family_Trip_Jung_Jaeil_Broker_sample_1.mp3,6.03932038797018,0.113,0.002,"feels like a lovers song very tracy chapman vibes
first marker - definitely more hopeful about whatever it is talking about, almost question like - can we be together??
second marker - feels their question has been answered i.e. no and is a bit sad but not unhappy. is fine with this answer - not a positive one though.",familiar-feeling-not-familiar,_o8em397t4,Broker,Jung Jaeil,Family Trip,2022,0,Hirokazu Koreeda,Drama Music,KRA492200517,1,2,"marker - definitely more hopeful about whatever it is talking about, almost question like - can we be together??
",marker - ir question has been answered i.e. no is a bit sad but not unhappy. is fine with this answer - not a positive one though.,sad,4.0,familytripjungjaeilbrokersample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Fare_Thee_Well_(Dink's_Song)_Oscar_Isaac_Marcus_Mumford_Inside_Llewyn_Davis_sample_2.mp3,3.95449789029535,0.18,0.54,"An overall light excerpt that made me feel relaxed. The first marker indicates where I felt a positive mood. The second marker indicates a slight change in mood as the chords drop. The third marker feels like the most significant mood change, where the note sounds like a minor chord which represents the sadness in the song.",never-heard-this,_q51241jcy,Inside Llewyn Davis,"Oscar Isaac, Marcus Mumford",Fare Thee Well (Dink's Song),2013,0/1,"Ethan Coen, Joel Coen",Horror Mystery Thriller,USNO11300699,1,1,An overall light excerpt that made me feel relaxed. The,An light that relaxed. first marker s where a positive mood.,relaxed,0.0,faretheewelldinkssongoscarisaacmarcusmumfordinsidellewyndavissample2mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Fare_Thee_Well_(Dink's_Song)_Oscar_Isaac_Marcus_Mumford_Inside_Llewyn_Davis_sample_2.mp3,9.44556962025315,0.17,0.19,"An overall light excerpt that made me feel relaxed. The first marker indicates where I felt a positive mood. The second marker indicates a slight change in mood as the chords drop. The third marker feels like the most significant mood change, where the note sounds like a minor chord which represents the sadness in the song.",never-heard-this,_q51241jcy,Inside Llewyn Davis,"Oscar Isaac, Marcus Mumford",Fare Thee Well (Dink's Song),2013,0/1,"Ethan Coen, Joel Coen",Horror Mystery Thriller,USNO11300699,1,2,marker indicates where I felt a positive mood. The,second marker s change in mood as chords drop. third marker,light,0.0,faretheewelldinkssongoscarisaacmarcusmumfordinsidellewyndavissample2mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Fare_Thee_Well_(Dink's_Song)_Oscar_Isaac_Marcus_Mumford_Inside_Llewyn_Davis_sample_2.mp3,12.3143966244726,-0.175,0.185,"An overall light excerpt that made me feel relaxed. The first marker indicates where I felt a positive mood. The second marker indicates a slight change in mood as the chords drop. The third marker feels like the most significant mood change, where the note sounds like a minor chord which represents the sadness in the song.",never-heard-this,_q51241jcy,Inside Llewyn Davis,"Oscar Isaac, Marcus Mumford",Fare Thee Well (Dink's Song),2013,0/1,"Ethan Coen, Joel Coen",Horror Mystery Thriller,USNO11300699,1,3,marker indicates a slight change in mood as the chords drop. The,"most significant mood change, where note a minor chord which represents sadness in song.",sadness,4.0,faretheewelldinkssongoscarisaacmarcusmumfordinsidellewyndavissample2mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1.mp3,0.0147505668934239,0.668,0.057,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.",familiar-feeling-not-familiar,_mbznndod0,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547,1,1,This excerpt made me feel tense and nervous in anticipation of what was to come,,tense,3.0,femmefatalemichaelabelsussample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1.mp3,2.1044921875,0.653,-0.293,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.",familiar-feeling-not-familiar,_mbznndod0,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547,1,2,This excerpt made me feel tense and nervous in anticipation of what was to come,,anticipation,3.0,femmefatalemichaelabelsussample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1.mp3,3.4669921875,0.588,0.112,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.",familiar-feeling-not-familiar,_mbznndod0,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547,1,3,This excerpt made me feel tense and nervous in anticipation of what was to come,tense,tense,3.0,femmefatalemichaelabelsussample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1.mp3,4.36535147392291,0.713,-0.048,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.",familiar-feeling-not-familiar,_mbznndod0,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547,1,4,This excerpt made me feel tense and nervous in anticipation of what was to come,nervous,tension,3.0,femmefatalemichaelabelsussample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1.mp3,4.8544921875,0.813,0.087,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.",familiar-feeling-not-familiar,_mbznndod0,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547,1,5,This excerpt made me feel tense and nervous in anticipation of what was to come,in anticipation,anticipation,3.0,femmefatalemichaelabelsussample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1.mp3,6.0794921875,0.728,0.167,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.",familiar-feeling-not-familiar,_mbznndod0,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547,1,6,This excerpt made me feel tense and nervous in anticipation of what was to come,,tension,3.0,femmefatalemichaelabelsussample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1.mp3,7.2794921875,0.478,-0.193,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.",familiar-feeling-not-familiar,_mbznndod0,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547,1,7,This excerpt made me feel tense and nervous in anticipation of what was to come,,anticipation,3.0,femmefatalemichaelabelsussample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1.mp3,8.5044921875,0.478,-0.298,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.",familiar-feeling-not-familiar,_mbznndod0,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547,1,8,This excerpt made me feel tense and nervous in anticipation of what was to come,,tension,3.0,femmefatalemichaelabelsussample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1.mp3,9.6919921875,0.553,-0.363,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.",familiar-feeling-not-familiar,_mbznndod0,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547,1,9,This excerpt made me feel tense and nervous in anticipation of what was to come,drum beats,anticipation,3.0,femmefatalemichaelabelsussample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1.mp3,10.9044921875,0.633,-0.238,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.",familiar-feeling-not-familiar,_mbznndod0,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547,1,10,This excerpt made me feel tense and nervous in anticipation of what was to come,regularity,anticipation,3.0,femmefatalemichaelabelsussample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1.mp3,12.1044921875,0.738,-0.258,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.",familiar-feeling-not-familiar,_mbznndod0,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547,1,11,This excerpt made me feel tense and nervous in anticipation of what was to come,built tension.,tension,3.0,femmefatalemichaelabelsussample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1.mp3,13.2669921875,0.593,-0.198,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.",familiar-feeling-not-familiar,_mbznndod0,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547,1,12,This excerpt made me feel tense and nervous in anticipation of what was to come,built tension.,tension,3.0,femmefatalemichaelabelsussample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Femme_Fatale_Michael_Abels_Us_sample_1.mp3,14.4794921875,0.708,-0.193,"This excerpt made me feel tense and nervous in anticipation of what was to come, the drum beats and regularity built tension.",familiar-feeling-not-familiar,_mbznndod0,Us,Michael Abels,Femme Fatale,2019,0,Jordan Peele,Horror Mystery Thriller,USQ4E1904547,1,13,"was to come, the drum beats and regularity built tension.",built tension.,tension,3.0,femmefatalemichaelabelsussample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Free_Haircut_Marco_Beltrami_Free_Solo_sample_1.mp3,11.0361545599152,-0.375,0.367,"The excerpt felt slightly melancholy but the marker indicates a slight feeling of silliness, like the melancholy isn't as bad as it seemed - things will pick up",not-sure,_awgetcubd,Free Solo,Marco Beltrami,Free Haircut,2018,0,"Jimmy Chin, Elizabeth Chai Vasarhelyi",Documentary Adventure Sport,QMQXU1800024,1,1,The excerpt felt slightly melancholy,"felt slightly melancholy but marker s silliness, melancholy isn't as bad as it seemed - things will pick up",melancholy,4.0,freehaircutmarcobeltramifreesolosample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Gregoire_Hetzel_-_Trente_ans__Un_amour_impossible_sample_1.mp3,2.11012371781792,-0.552,-0.545,"the first marker near where something begins, you know from the start its a sad feeling but that solo note feels more lonely and sad and then after the second marker where the next solo note comes in which sounds more delicate it makes it feel even sadder.",familiar-feeling-not-familiar,_0sca4vavd,An Impossible Love,Grégoire-Hetzel,Trente ans,2018,0,Catherine Corsini,Drama Music,FR8E71804650,1,1,the first marker near where something begins,"first marker near where something begins, you know from start its a sad but that solo note more lonely",sad,4.0,gregoirehetzeltrenteansunamourimpossiblesample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Gregoire_Hetzel_-_Trente_ans__Un_amour_impossible_sample_1.mp3,10.2134301362587,-0.717,-0.73,"the first marker near where something begins, you know from the start its a sad feeling but that solo note feels more lonely and sad and then after the second marker where the next solo note comes in which sounds more delicate it makes it feel even sadder.",familiar-feeling-not-familiar,_0sca4vavd,An Impossible Love,Grégoire-Hetzel,Trente ans,2018,0,Catherine Corsini,Drama Music,FR8E71804650,1,2,"marker near where something begins, you know from the start its a sad feeling",sad n after second marker where next solo note comes in which more delicate it makes it even sadder.,sad,4.0,gregoirehetzeltrenteansunamourimpossiblesample1mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Gregoire_Hetzel_-_Trente_ans__Un_amour_impossible_sample_2.mp3,2.54133333333333,-0.005,0.628,"It made me feel quite calm, and when it changed at the end (third marker) it was a kind of quiet, calm sadness or acceptance. ",familiar-feeling-not-familiar,_y2vhjrnid,An Impossible Love,Grégoire-Hetzel,Trente ans,2018,0,Catherine Corsini,Drama Music,FR8E71804650,1,1,"It made me feel quite calm,","It quite calm, when it",calm,0.0,gregoirehetzeltrenteansunamourimpossiblesample2mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Gregoire_Hetzel_-_Trente_ans__Un_amour_impossible_sample_2.mp3,3.5281306394253,0.357,0.728,"It made me feel quite calm, and when it changed at the end (third marker) it was a kind of quiet, calm sadness or acceptance. ",familiar-feeling-not-familiar,_y2vhjrnid,An Impossible Love,Grégoire-Hetzel,Trente ans,2018,0,Catherine Corsini,Drama Music,FR8E71804650,1,2,when it changed at the end (,changed at (third marker) it was a,acceptance,0.0,gregoirehetzeltrenteansunamourimpossiblesample2mp3.mp3
/audioFolder3//film-score-emotion-survey/audioFolder3/Gregoire_Hetzel_-_Trente_ans__Un_amour_impossible_sample_2.mp3,10.7242467286607,0.165,0.168,"It made me feel quite calm, and when it changed at the end (third marker) it was a kind of quiet, calm sadness or acceptance. ",familiar-feeling-not-familiar,_y2vhjrnid,An Impossible Love,Grégoire-Hetzel,Trente ans,2018,0,Catherine Corsini,Drama Music,FR8E71804650,1,3,"marker) it was a kind of quiet, calm sadness or acceptance","quiet, calm sadness or acceptance.",calm,0.0,gregoirehetzeltrenteansunamourimpossiblesample2mp3.mp3
